,group,user,task_id,puzzle_difficulty,completed,timestamp,active_time,percentileActiveTime,n_events,percentileEvents,n_check_solution,percentileAtt,percentileComposite,persistence,n_breaks,n_snapshot,n_rotate_view,n_manipulation_events,time_failed_submission_exit,avg_time_between_submissions,cum_weighted_difficulty_perc_composite,percentileCompositeAcrossAttempts,persistenceAcrossAttempts,cum_global_puzzle_attempts,cum_this_puzzle_attempt,cum_avg_perc_composite,cum_avg_persistence
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~45-Degree Rotations~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,45-Degree Rotations,0.096715,1.0,2019-09-13 12:04:26.679680-04:00,132.14,60.84,48.0,50.6,1.0,65.06,58.84,NO_BEHAVIOR,0.0,0.0,0.0,21.0,NA,116.62,59.75,42.31,NORMAL_PERSISTANCE,13.0,1,61.77,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 23.08, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 76.92}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Pyramids are Strange~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Pyramids are Strange,0.1796,1.0,2019-09-13 12:06:31.025429-04:00,105.34,33.51,41.0,26.18,1.0,42.41,34.03,NO_BEHAVIOR,0.0,0.0,5.0,17.0,NA,97.46,56.55,11.54,LESS_PERSISTANCE_THAN_NORMAL,14.0,1,59.79,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 21.43, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 78.57}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Boxes Obscure Spheres~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Boxes Obscure Spheres,0.266198,1.0,2019-09-13 12:08:16.599115-04:00,491.05,87.56,182.0,84.46,5.0,78.76,83.59,PRODUCTIVE_PERSISTANCE,0.0,0.0,26.0,79.0,NA,96.57,60.76,84.62,MORE_PERSISTANCE_THAN_NORMAL,15.0,1,61.38,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 26.67, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 73.33}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Object Limits~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Object Limits,0.257177,1.0,2019-09-13 12:16:27.640332-04:00,60.48,22.35,29.0,28.82,3.0,52.94,34.71,NO_BEHAVIOR,0.0,0.0,0.0,13.0,NA,17.94,57.36,15.38,LESS_PERSISTANCE_THAN_NORMAL,16.0,1,59.71,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 25.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 75.0}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Warm Up~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Warm Up,0.183971,1.0,2019-09-13 12:17:27.373391-04:00,23.82,12.8,13.0,11.2,1.0,88.0,37.33,NO_BEHAVIOR,0.0,0.0,0.0,4.0,NA,17.57,55.64,23.08,LESS_PERSISTANCE_THAN_NORMAL,17.0,1,58.39,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 23.53, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 76.47}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Angled Silhouette~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Angled Silhouette,0.147673,1.0,2019-09-13 12:17:51.426884-04:00,208.62,81.01,99.0,83.54,2.0,86.08,83.54,PRODUCTIVE_PERSISTANCE,0.0,0.0,8.0,38.0,NA,101.1,57.44,80.77,MORE_PERSISTANCE_THAN_NORMAL,18.0,1,59.79,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 27.78, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 72.22}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Sugar Cones~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Sugar Cones,0.085909,1.0,2019-09-13 12:21:20.282778-04:00,57.45,48.87,27.0,56.39,3.0,97.74,67.67,NO_BEHAVIOR,0.0,0.0,0.0,11.0,NA,16.98,57.8,69.23,NORMAL_PERSISTANCE,19.0,1,60.2,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 26.32, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 73.68}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Stranger Shapes~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Stranger Shapes,0.283971,1.0,2019-09-13 12:22:17.423254-04:00,58.95,13.01,28.0,10.96,2.0,35.62,19.86,RAPID_SOLVER,0.0,0.0,0.0,11.0,NA,26.28,53.77,3.85,LESS_PERSISTANCE_THAN_NORMAL,20.0,1,58.19,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 5.0, ""PRODUCTIVE_PERSISTANCE"": 25.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 70.0}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Tall and Small~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Tall and Small,0.266869,1.0,2019-09-13 12:23:16.783044-04:00,128.41,36.13,66.0,45.38,7.0,84.03,55.18,NO_BEHAVIOR,0.0,0.0,6.0,31.0,NA,17.49,53.9,38.46,NORMAL_PERSISTANCE,21.0,1,58.04,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 4.76, ""PRODUCTIVE_PERSISTANCE"": 23.81, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 71.43}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Ramp Up and Can It~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Ramp Up and Can It,0.206271,1.0,2019-09-13 12:25:24.507719-04:00,172.03,72.81,96.0,85.09,5.0,87.72,81.87,PRODUCTIVE_PERSISTANCE,0.0,0.0,0.0,66.0,NA,33.19,55.73,76.92,MORE_PERSISTANCE_THAN_NORMAL,22.0,1,59.13,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 4.55, ""PRODUCTIVE_PERSISTANCE"": 27.27, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 68.18}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~More Than Meets Your Eye~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,More Than Meets Your Eye,0.192319,1.0,2019-09-13 12:28:16.770287-04:00,178.97,49.5,95.0,50.5,1.0,64.36,54.79,NO_BEHAVIOR,0.0,0.0,11.0,45.0,NA,172.83,55.68,34.62,NORMAL_PERSISTANCE,23.0,1,58.94,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 4.35, ""PRODUCTIVE_PERSISTANCE"": 26.09, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 69.57}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Not Bird~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Not Bird,0.260197,1.0,2019-09-13 12:31:15.912710-04:00,173.35,62.3,87.0,66.39,2.0,61.48,63.39,NO_BEHAVIOR,0.0,0.0,0.0,34.0,NA,83.51,56.24,57.69,NORMAL_PERSISTANCE,24.0,1,59.12,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 4.17, ""PRODUCTIVE_PERSISTANCE"": 25.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 70.83}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Unnecessary~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Unnecessary,0.76,1.0,2019-09-13 12:34:08.885952-04:00,326.09,88.42,165.0,90.53,9.0,92.63,90.53,PRODUCTIVE_PERSISTANCE,0.0,0.0,43.0,59.0,NA,35.68,62.22,96.15,MORE_PERSISTANCE_THAN_NORMAL,25.0,1,60.38,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 4.0, ""PRODUCTIVE_PERSISTANCE"": 28.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 68.0}"
c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767~Zzz~1,c6262795f034865c9e9203305638ee79,a37a6bbde30f576840b754d721c3b767,Zzz,0.234035,1.0,2019-09-13 12:39:34.754711-04:00,133.57,55.68,45.0,43.18,3.0,80.68,59.85,NO_BEHAVIOR,3.0,0.0,0.0,21.0,NA,65.22,62.1,46.15,NORMAL_PERSISTANCE,26.0,1,60.36,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 3.85, ""PRODUCTIVE_PERSISTANCE"": 26.92, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 69.23}"
c6262795f034865c9e9203305638ee79~712d1197ed1e2c07b4c8544bd192c450~1. One Box~1,c6262795f034865c9e9203305638ee79,712d1197ed1e2c07b4c8544bd192c450,1. One Box,2e-06,1.0,2019-09-12 14:57:51.734325-04:00,42.67,51.0,22.0,70.0,1.0,100.0,73.67,NO_BEHAVIOR,0.0,0.0,0.0,10.0,NA,28.25,73.67,60.0,NORMAL_PERSISTANCE,1.0,1,73.67,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 100.0}"
c6262795f034865c9e9203305638ee79~712d1197ed1e2c07b4c8544bd192c450~2. Separated Boxes~1,c6262795f034865c9e9203305638ee79,712d1197ed1e2c07b4c8544bd192c450,2. Separated Boxes,0.111127,1.0,2019-09-12 14:58:25.588489-04:00,55.0,33.45,26.0,49.28,1.0,34.53,39.09,NO_BEHAVIOR,0.0,0.0,7.0,7.0,NA,48.19,39.09,20.0,LESS_PERSISTANCE_THAN_NORMAL,2.0,1,56.38,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 100.0}"
c6262795f034865c9e9203305638ee79~712d1197ed1e2c07b4c8544bd192c450~3. Rotate a Pyramid~1,c6262795f034865c9e9203305638ee79,712d1197ed1e2c07b4c8544bd192c450,3. Rotate a Pyramid,0.083447,1.0,2019-09-12 14:59:19.511345-04:00,43.37,31.75,16.0,33.58,2.0,73.36,46.23,NO_BEHAVIOR,0.0,0.0,0.0,2.0,NA,15.9,42.15,40.0,NORMAL_PERSISTANCE,3.0,1,52.99,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 100.0}"
c6262795f034865c9e9203305638ee79~712d1197ed1e2c07b4c8544bd192c450~4. Match Silhouettes~1,c6262795f034865c9e9203305638ee79,712d1197ed1e2c07b4c8544bd192c450,4. Match Silhouettes,0.061887,1.0,2019-09-12 15:00:07.889861-04:00,334.09,89.93,141.0,89.93,6.0,94.4,91.42,PRODUCTIVE_PERSISTANCE,0.0,2.0,12.0,82.0,NA,53.9,54.04,80.0,MORE_PERSISTANCE_THAN_NORMAL,4.0,1,62.6,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 25.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 75.0}"
c6262795f034865c9e9203305638ee79~712d1197ed1e2c07b4c8544bd192c450~5. Removing Objects~1,c6262795f034865c9e9203305638ee79,712d1197ed1e2c07b4c8544bd192c450,5. Removing Objects,0.106021,1.0,2019-09-12 15:05:37.397554-04:00,477.2,92.48,229.0,96.62,7.0,93.23,94.11,PRODUCTIVE_PERSISTANCE,0.0,6.0,13.0,98.0,NA,67.2,65.76,100.0,MORE_PERSISTANCE_THAN_NORMAL,5.0,1,68.9,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 40.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 60.0}"
c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4~1. One Box~1,c6262795f034865c9e9203305638ee79,f5c024ffd3a74a95a557f9c2099d5dc4,1. One Box,2e-06,1.0,2019-09-12 14:58:16.192592-04:00,675.9,99.67,314.0,99.67,1.0,100.0,99.78,PRODUCTIVE_PERSISTANCE,1.0,0.0,6.0,155.0,NA,639.07,99.78,100.0,MORE_PERSISTANCE_THAN_NORMAL,1.0,1,99.78,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 100.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 0}"
c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4~2. Separated Boxes~1,c6262795f034865c9e9203305638ee79,f5c024ffd3a74a95a557f9c2099d5dc4,2. Separated Boxes,0.111127,1.0,2019-09-12 15:09:00.982552-04:00,59.13,38.13,30.0,56.83,1.0,34.53,43.17,NO_BEHAVIOR,0.0,1.0,4.0,9.0,NA,52.3,43.17,50.0,NORMAL_PERSISTANCE,2.0,1,71.47,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 50.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4~3. Rotate a Pyramid~1,c6262795f034865c9e9203305638ee79,f5c024ffd3a74a95a557f9c2099d5dc4,3. Rotate a Pyramid,0.083447,1.0,2019-09-12 15:10:00.728391-04:00,68.94,54.38,33.0,63.87,1.0,45.26,54.5,NO_BEHAVIOR,0.0,1.0,1.0,22.0,NA,61.53,48.03,66.67,NORMAL_PERSISTANCE,3.0,1,65.81,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 33.33, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 66.67}"
c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4~4. Match Silhouettes~1,c6262795f034865c9e9203305638ee79,f5c024ffd3a74a95a557f9c2099d5dc4,4. Match Silhouettes,0.061887,1.0,2019-09-12 15:11:09.009752-04:00,201.94,80.22,95.0,81.34,1.0,61.19,74.25,NO_BEHAVIOR,0.0,2.0,79.0,3.0,NA,197.35,54.36,83.33,MORE_PERSISTANCE_THAN_NORMAL,4.0,1,67.92,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 25.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 75.0}"
c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4~5. Removing Objects~1,c6262795f034865c9e9203305638ee79,f5c024ffd3a74a95a557f9c2099d5dc4,5. Removing Objects,0.106021,1.0,2019-09-12 15:14:29.925399-04:00,22.79,6.39,42.0,50.0,1.0,53.01,36.47,NO_BEHAVIOR,0.0,4.0,6.0,12.0,NA,20.85,49.12,33.33,NORMAL_PERSISTANCE,5.0,1,61.63,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 20.0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 80.0}"
c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4~6. Stretch a Ramp~1,c6262795f034865c9e9203305638ee79,f5c024ffd3a74a95a557f9c2099d5dc4,6. Stretch a Ramp,0.107035,1.0,2019-09-12 15:14:52.196366-04:00,15.58,2.46,27.0,30.74,1.0,36.89,23.36,RAPID_SOLVER,0.0,0.0,8.0,7.0,NA,13.46,43.25,16.67,LESS_PERSISTANCE_THAN_NORMAL,6.0,1,55.25,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 16.67, ""PRODUCTIVE_PERSISTANCE"": 16.67, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 66.67}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~1. One Box~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,1. One Box,2e-06,1.0,2019-09-13 11:54:22.807357-04:00,13.7,2.33,10.0,41.33,1.0,100.0,47.89,NO_BEHAVIOR,1.0,0.0,0.0,1.0,NA,10.04,47.89,75.0,MORE_PERSISTANCE_THAN_NORMAL,1.0,1,47.89,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 0, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 100.0}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~2. Separated Boxes~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,2. Separated Boxes,0.111127,1.0,2019-09-13 11:54:36.643997-04:00,17.88,1.44,11.0,8.63,1.0,34.53,14.87,RAPID_SOLVER,0.0,0.0,0.0,3.0,NA,14.03,14.87,3.57,LESS_PERSISTANCE_THAN_NORMAL,2.0,1,31.38,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 50.0, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~3. Rotate a Pyramid~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,3. Rotate a Pyramid,0.083447,1.0,2019-09-13 11:54:54.353283-04:00,15.2,1.82,11.0,15.33,1.0,45.26,20.8,RAPID_SOLVER,0.0,0.0,0.0,2.0,NA,11.82,17.41,21.43,LESS_PERSISTANCE_THAN_NORMAL,3.0,1,27.85,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 66.67, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 33.33}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~4. Match Silhouettes~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,4. Match Silhouettes,0.061887,1.0,2019-09-13 11:55:09.529793-04:00,19.27,6.34,11.0,16.04,1.0,61.19,27.86,NO_BEHAVIOR,0.0,0.0,0.0,3.0,NA,15.39,19.93,35.71,NORMAL_PERSISTANCE,4.0,1,27.86,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 50.0, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~5. Removing Objects~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,5. Removing Objects,0.106021,1.0,2019-09-13 11:55:28.607039-04:00,20.99,3.38,10.0,7.52,1.0,53.01,21.3,RAPID_SOLVER,0.0,0.0,0.0,2.0,NA,17.8,20.33,25.0,LESS_PERSISTANCE_THAN_NORMAL,5.0,1,26.54,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 60.0, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 40.0}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~6. Stretch a Ramp~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,6. Stretch a Ramp,0.107035,1.0,2019-09-13 11:55:49.297471-04:00,25.8,6.97,17.0,16.8,1.0,36.89,20.22,RAPID_SOLVER,0.0,0.0,1.0,5.0,NA,20.69,20.31,17.86,LESS_PERSISTANCE_THAN_NORMAL,6.0,1,25.49,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 66.67, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 33.33}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~7. Max 2 Boxes~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,7. Max 2 Boxes,0.078039,1.0,2019-09-13 11:56:15.422598-04:00,22.48,12.15,11.0,11.74,1.0,64.37,29.42,NO_BEHAVIOR,0.0,0.0,0.0,3.0,NA,18.84,21.61,39.29,NORMAL_PERSISTANCE,7.0,1,26.05,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 57.14, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 42.86}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~8. Combine 2 Ramps~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,8. Combine 2 Ramps,0.068608,1.0,2019-09-13 11:56:38.377416-04:00,35.67,7.24,23.0,12.67,1.0,75.11,31.67,NO_BEHAVIOR,0.0,0.0,1.0,12.0,NA,30.03,22.73,46.43,NORMAL_PERSISTANCE,8.0,1,26.75,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 50.0, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~9. Scaling Round Objects~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,9. Scaling Round Objects,0.128647,1.0,2019-09-13 11:57:12.714405-04:00,29.4,3.7,15.0,2.31,1.0,46.3,17.44,RAPID_SOLVER,0.0,0.0,0.0,5.0,NA,24.3,21.81,10.71,LESS_PERSISTANCE_THAN_NORMAL,9.0,1,25.72,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 55.56, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 44.44}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~Square Cross-Sections~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,Square Cross-Sections,0.199714,1.0,2019-09-13 11:57:44.398379-04:00,68.63,23.79,25.0,20.7,1.0,45.81,30.1,NO_BEHAVIOR,0.0,0.0,0.0,7.0,NA,59.86,23.57,42.86,NORMAL_PERSISTANCE,10.0,1,26.16,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 50.0, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 50.0}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~Bird Fez~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,Bird Fez,0.156674,1.0,2019-09-13 11:58:52.113405-04:00,120.74,40.19,49.0,36.45,2.0,63.55,46.73,NO_BEHAVIOR,0.0,0.0,3.0,16.0,NA,56.14,26.86,71.43,NORMAL_PERSISTANCE,11.0,1,28.03,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 45.45, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 54.55}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~Pi Henge~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,Pi Henge,0.067346,1.0,2019-09-13 12:00:53.254251-04:00,75.4,32.14,27.0,8.93,1.0,65.48,35.52,NO_BEHAVIOR,0.0,0.0,2.0,10.0,NA,66.72,27.36,50.0,NORMAL_PERSISTANCE,12.0,1,28.65,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 41.67, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 58.33}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~45-Degree Rotations~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,45-Degree Rotations,0.096715,1.0,2019-09-13 12:02:08.193055-04:00,80.32,33.13,30.0,16.87,1.0,65.06,38.35,NO_BEHAVIOR,0.0,0.0,0.0,13.0,NA,71.64,28.2,64.29,NORMAL_PERSISTANCE,13.0,1,29.4,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 38.46, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 61.54}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~Pyramids are Strange~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,Pyramids are Strange,0.1796,1.0,2019-09-13 12:03:28.597880-04:00,124.86,40.31,45.0,31.41,1.0,42.41,38.05,NO_BEHAVIOR,0.0,0.0,2.0,17.0,NA,116.29,29.42,60.71,NORMAL_PERSISTANCE,14.0,1,30.02,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 35.71, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 64.29}"
c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939~Boxes Obscure Spheres~1,c6262795f034865c9e9203305638ee79,aee91e2e71de85a2f48d3d1a62749939,Boxes Obscure Spheres,0.266198,1.0,2019-09-13 12:05:33.381581-04:00,86.88,23.32,33.0,22.28,1.0,31.09,25.56,NO_BEHAVIOR,0.0,0.0,2.0,12.0,NA,78.59,28.82,28.57,NORMAL_PERSISTANCE,15.0,1,29.72,"{""NON_PERSISTANT "": 0, ""RAPID_SOLVER"": 33.33, ""PRODUCTIVE_PERSISTANCE"": 0, ""UNPRODUCTIVE_PERSISTANCE"": 0, ""NO_BEHAVIOR"": 66.67}"
